,edition,Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country
0,summer,1896,Athens,Aquatics,Swimming,Alfred Hajos,HUN,Men,100M Freestyle,Gold,Hungary
1,summer,1896,Athens,Aquatics,Swimming,Otto Herschmann,AUT,Men,100M Freestyle,Silver,Austria
2,summer,1896,Athens,Aquatics,Swimming,Dimitrios Drivas,GRE,Men,100M Freestyle For Sailors,Bronze,Greece
3,summer,1896,Athens,Aquatics,Swimming,Ioannis Malokinis,GRE,Men,100M Freestyle For Sailors,Gold,Greece
4,summer,1896,Athens,Aquatics,Swimming,Spiridon Chasapis,GRE,Men,100M Freestyle For Sailors,Silver,Greece
5,summer,1896,Athens,Aquatics,Swimming,Efstathios Chorophas,GRE,Men,1200M Freestyle,Bronze,Greece
6,summer,1896,Athens,Aquatics,Swimming,Alfred Hajos,HUN,Men,1200M Freestyle,Gold,Hungary
7,summer,1896,Athens,Aquatics,Swimming,Joannis Andreou,GRE,Men,1200M Freestyle,Silver,Greece
8,summer,1896,Athens,Aquatics,Swimming,Efstathios Chorophas,GRE,Men,400M Freestyle,Bronze,Greece
9,summer,1896,Athens,Aquatics,Swimming,Paul Neumann,AUT,Men,400M Freestyle,Gold,Austria
10,summer,1896,Athens,Aquatics,Swimming,Antonios Pepanos,GRE,Men,400M Freestyle,Silver,Greece
11,summer,1896,Athens,Athletics,Athletics,Francis Lane,USA,Men,100M,Bronze,United States
12,summer,1896,Athens,Athletics,Athletics,Alajos Szokolyi,HUN,Men,100M,Bronze,Hungary
13,summer,1896,Athens,Athletics,Athletics,Thomas Burke,USA,Men,100M,Gold,United States
14,summer,1896,Athens,Athletics,Athletics,Fritz Hofmann,GER,Men,100M,Silver,Germany
15,summer,1896,Athens,Athletics,Athletics,Thomas Curtis,USA,Men,110M Hurdles,Gold,United States
16,summer,1896,Athens,Athletics,Athletics,Grantley Goulding,GBR,Men,110M Hurdles,Silver,United Kingdom
17,summer,1896,Athens,Athletics,Athletics,Albin Lermusiaux,FRA,Men,1500M,Bronze,France
18,summer,1896,Athens,Athletics,Athletics,Edwin Flack,AUS,Men,1500M,Gold,Australia
19,summer,1896,Athens,Athletics,Athletics,Arthur Blake,USA,Men,1500M,Silver,United States
20,summer,1896,Athens,Athletics,Athletics,Charles Gmelin,GBR,Men,400M,Bronze,United Kingdom
21,summer,1896,Athens,Athletics,Athletics,Thomas Burke,USA,Men,400M,Gold,United States
22,summer,1896,Athens,Athletics,Athletics,Herbert Jamison,USA,Men,400M,Silver,United States
23,summer,1896,Athens,Athletics,Athletics,Dimitrios Golemis,GRE,Men,800M,Bronze,Greece
24,summer,1896,Athens,Athletics,Athletics,Edwin Flack,AUS,Men,800M,Gold,Australia
25,summer,1896,Athens,Athletics,Athletics,Nandor Dani,HUN,Men,800M,Silver,Hungary
26,summer,1896,Athens,Athletics,Athletics,Sotirios Versis,GRE,Men,Discus Throw,Bronze,Greece
27,summer,1896,Athens,Athletics,Athletics,Robert Garrett,USA,Men,Discus Throw,Gold,United States
28,summer,1896,Athens,Athletics,Athletics,Panagiotis Paraskevopoulos,GRE,Men,Discus Throw,Silver,Greece
29,summer,1896,Athens,Athletics,Athletics,Ellery Clark,USA,Men,High Jump,Gold,United States
30,summer,1896,Athens,Athletics,Athletics,James Connolly,USA,Men,High Jump,Silver,United States
31,summer,1896,Athens,Athletics,Athletics,Robert Garrett,USA,Men,High Jump,Silver,United States
32,summer,1896,Athens,Athletics,Athletics,James Connolly,USA,Men,Long Jump,Bronze,United States
33,summer,1896,Athens,Athletics,Athletics,Ellery Clark,USA,Men,Long Jump,Gold,United States
34,summer,1896,Athens,Athletics,Athletics,Robert Garrett,USA,Men,Long Jump,Silver,United States
35,summer,1896,Athens,Athletics,Athletics,Gyula Kellner,HUN,Men,Marathon,Bronze,Hungary
36,summer,1896,Athens,Athletics,Athletics,Spyridon Louis,GRE,Men,Marathon,Gold,Greece
37,summer,1896,Athens,Athletics,Athletics,Kharilaos Vasilakos,GRE,Men,Marathon,Silver,Greece
38,summer,1896,Athens,Athletics,Athletics,Evangelos Damaskos,GRE,Men,Pole Vault,Bronze,Greece
39,summer,1896,Athens,Athletics,Athletics,Ioannis Theodoropoulos,GRE,Men,Pole Vault,Bronze,Greece
40,summer,1896,Athens,Athletics,Athletics,William Welles Hoyt,USA,Men,Pole Vault,Gold,United States
41,summer,1896,Athens,Athletics,Athletics,Albert Tyler,USA,Men,Pole Vault,Silver,United States
42,summer,1896,Athens,Athletics,Athletics,Georgios Papasideris,GRE,Men,Shot Put,Bronze,Greece
43,summer,1896,Athens,Athletics,Athletics,Robert Garrett,USA,Men,Shot Put,Gold,United States
44,summer,1896,Athens,Athletics,Athletics,Miltiadis Gouskos,GRE,Men,Shot Put,Silver,Greece
45,summer,1896,Athens,Athletics,Athletics,Ioannis Persakis,GRE,Men,Triple Jump,Bronze,Greece
46,summer,1896,Athens,Athletics,Athletics,James Connolly,USA,Men,Triple Jump,Gold,United States
47,summer,1896,Athens,Athletics,Athletics,Alexandre Tufferi,FRA,Men,Triple Jump,Silver,France
48,summer,1896,Athens,Cycling,Cycling Road,Edward Battel,GBR,Men,Individual Road Race,Bronze,United Kingdom
49,summer,1896,Athens,Cycling,Cycling Road,Aristidis Konstantinidis,GRE,Men,Individual Road Race,Gold,Greece
50,summer,1896,Athens,Cycling,Cycling Road,August Goedrich,GER,Men,Individual Road Race,Silver,Germany
51,summer,1896,Athens,Cycling,Cycling Track,Léon Flameng,FRA,Men,100KM,Gold,France
52,summer,1896,Athens,Cycling,Cycling Track,Georgios Kolettis,GRE,Men,100KM,Silver,Greece
53,summer,1896,Athens,Cycling,Cycling Track,Adolf Schmal,AUT,Men,10KM,Bronze,Austria
54,summer,1896,Athens,Cycling,Cycling Track,Paul Masson,FRA,Men,10KM,Gold,France
55,summer,1896,Athens,Cycling,Cycling Track,Léon Flameng,FRA,Men,10KM,Silver,France
56,summer,1896,Athens,Cycling,Cycling Track,Adolf Schmal,AUT,Men,12-Hour Race,Gold,Austria
57,summer,1896,Athens,Cycling,Cycling Track,Frank Keeping,GBR,Men,12-Hour Race,Silver,United Kingdom
58,summer,1896,Athens,Cycling,Cycling Track,Adolf Schmal,AUT,Men,1KM Time Trial,Bronze,Austria
59,summer,1896,Athens,Cycling,Cycling Track,Paul Masson,FRA,Men,1KM Time Trial,Gold,France
60,summer,1896,Athens,Cycling,Cycling Track,Stamatios Nikolopoulos,GRE,Men,1KM Time Trial,Silver,Greece
61,summer,1896,Athens,Cycling,Cycling Track,Léon Flameng,FRA,Men,Sprint Indivual,Bronze,France
62,summer,1896,Athens,Cycling,Cycling Track,Paul Masson,FRA,Men,Sprint Indivual,Gold,France
63,summer,1896,Athens,Cycling,Cycling Track,Stamatios Nikolopoulos,GRE,Men,Sprint Indivual,Silver,Greece
64,summer,1896,Athens,Fencing,Fencing,Perikles Pierrakos-Mavromichalis,GRE,Men,Foil Individual,Bronze,Greece
65,summer,1896,Athens,Fencing,Fencing,Eugène-Henri Gravelotte,FRA,Men,Foil Individual,Gold,France
66,summer,1896,Athens,Fencing,Fencing,Henri Callot,FRA,Men,Foil Individual,Silver,France
67,summer,1896,Athens,Fencing,Fencing,Leonidas Pyrgos,GRE,Men,"Foil, Masters",Gold,Greece
68,summer,1896,Athens,Fencing,Fencing,Maurice Perronnet,FRA,Men,"Foil, Masters",Silver,France
69,summer,1896,Athens,Fencing,Fencing,Holger Nielsen,DEN,Men,Sabre Individual,Bronze,Denmark
70,summer,1896,Athens,Fencing,Fencing,Ioannis Georgiadis,GRE,Men,Sabre Individual,Gold,Greece
71,summer,1896,Athens,Fencing,Fencing,Telemachos Karakalos,GRE,Men,Sabre Individual,Silver,Greece
72,summer,1896,Athens,Gymnastics,Artistic G.,Hermann Weingärtner,GER,Men,Horizontal Bar,Gold,Germany
73,summer,1896,Athens,Gymnastics,Artistic G.,Alfred Flatow,GER,Men,Horizontal Bar,Silver,Germany
74,summer,1896,Athens,Gymnastics,Artistic G.,Alfred Flatow,GER,Men,Parallel Bars,Gold,Germany
75,summer,1896,Athens,Gymnastics,Artistic G.,Louis Zutter,SUI,Men,Parallel Bars,Silver,Switzerland
76,summer,1896,Athens,Gymnastics,Artistic G.,Louis Zutter,SUI,Men,Pommel Horse,Gold,Switzerland
77,summer,1896,Athens,Gymnastics,Artistic G.,Hermann Weingärtner,GER,Men,Pommel Horse,Silver,Germany
78,summer,1896,Athens,Gymnastics,Artistic G.,Petros Persakis,GRE,Men,Rings,Bronze,Greece
79,summer,1896,Athens,Gymnastics,Artistic G.,Ioannis Mitropoulos,GRE,Men,Rings,Gold,Greece
80,summer,1896,Athens,Gymnastics,Artistic G.,Hermann Weingärtner,GER,Men,Rings,Silver,Germany
81,summer,1896,Athens,Gymnastics,Artistic G.,Fritz Hofmann,GER,Men,Rope Climbing,Bronze,Germany
82,summer,1896,Athens,Gymnastics,Artistic G.,Nicolaos Andriakopoulos,GRE,Men,Rope Climbing,Gold,Greece
83,summer,1896,Athens,Gymnastics,Artistic G.,Thomasios Xenakis,GRE,Men,Rope Climbing,Silver,Greece
84,summer,1896,Athens,Gymnastics,Artistic G.,Konrad Böcker,GER,Men,"Team, Horizontal Bar",Gold,Germany
85,summer,1896,Athens,Gymnastics,Artistic G.,Alfred Flatow,GER,Men,"Team, Horizontal Bar",Gold,Germany
86,summer,1896,Athens,Gymnastics,Artistic G.,Gustav Felix Flatow,GER,Men,"Team, Horizontal Bar",Gold,Germany
87,summer,1896,Athens,Gymnastics,Artistic G.,Georg Hilmar,GER,Men,"Team, Horizontal Bar",Gold,Germany
88,summer,1896,Athens,Gymnastics,Artistic G.,Fritz Hofmann,GER,Men,"Team, Horizontal Bar",Gold,Germany
89,summer,1896,Athens,Gymnastics,Artistic G.,Fritz Manteuffel,GER,Men,"Team, Horizontal Bar",Gold,Germany
90,summer,1896,Athens,Gymnastics,Artistic G.,Karl Neukirch,GER,Men,"Team, Horizontal Bar",Gold,Germany
91,summer,1896,Athens,Gymnastics,Artistic G.,Richard Röstel,GER,Men,"Team, Horizontal Bar",Gold,Germany
92,summer,1896,Athens,Gymnastics,Artistic G.,Gustav Schuft,GER,Men,"Team, Horizontal Bar",Gold,Germany
93,summer,1896,Athens,Gymnastics,Artistic G.,Carl Schumann,GER,Men,"Team, Horizontal Bar",Gold,Germany
94,summer,1896,Athens,Gymnastics,Artistic G.,Hermann Weingärtner,GER,Men,"Team, Horizontal Bar",Gold,Germany
95,summer,1896,Athens,Gymnastics,Artistic G.,Ioannis Chrysaphis,GRE,Men,"Team, Parallel Bars",Bronze,Greece
96,summer,1896,Athens,Gymnastics,Artistic G.,Phillippos Karvelas,GRE,Men,"Team, Parallel Bars",Bronze,Greece
97,summer,1896,Athens,Gymnastics,Artistic G.,Dimitrios Loundras,GRE,Men,"Team, Parallel Bars",Bronze,Greece
98,summer,1896,Athens,Gymnastics,Artistic G.,Ioannis Mitropoulos,GRE,Men,"Team, Parallel Bars",Bronze,Greece
99,summer,1896,Athens,Gymnastics,Artistic G.,Konrad Böcker,GER,Men,"Team, Parallel Bars",Gold,Germany
100,summer,1896,Athens,Gymnastics,Artistic G.,Alfred Flatow,GER,Men,"Team, Parallel Bars",Gold,Germany
101,summer,1896,Athens,Gymnastics,Artistic G.,Gustav Felix Flatow,GER,Men,"Team, Parallel Bars",Gold,Germany
102,summer,1896,Athens,Gymnastics,Artistic G.,Georg Hilmar,GER,Men,"Team, Parallel Bars",Gold,Germany
103,summer,1896,Athens,Gymnastics,Artistic G.,Fritz Hofmann,GER,Men,"Team, Parallel Bars",Gold,Germany
104,summer,1896,Athens,Gymnastics,Artistic G.,Fritz Manteuffel,GER,Men,"Team, Parallel Bars",Gold,Germany
105,summer,1896,Athens,Gymnastics,Artistic G.,Karl Neukirch,GER,Men,"Team, Parallel Bars",Gold,Germany
106,summer,1896,Athens,Gymnastics,Artistic G.,Richard Röstel,GER,Men,"Team, Parallel Bars",Gold,Germany
107,summer,1896,Athens,Gymnastics,Artistic G.,Gustav Schuft,GER,Men,"Team, Parallel Bars",Gold,Germany
108,summer,1896,Athens,Gymnastics,Artistic G.,Carl Schumann,GER,Men,"Team, Parallel Bars",Gold,Germany
109,summer,1896,Athens,Gymnastics,Artistic G.,Hermann Weingärtner,GER,Men,"Team, Parallel Bars",Gold,Germany
110,summer,1896,Athens,Gymnastics,Artistic G.,Nicolaos Andriakopoulos,GRE,Men,"Team, Parallel Bars",Silver,Greece
111,summer,1896,Athens,Gymnastics,Artistic G.,Spyros Athanasopoulos,GRE,Men,"Team, Parallel Bars",Silver,Greece
112,summer,1896,Athens,Gymnastics,Artistic G.,Petros Persakis,GRE,Men,"Team, Parallel Bars",Silver,Greece
113,summer,1896,Athens,Gymnastics,Artistic G.,Thomasios Xenakis,GRE,Men,"Team, Parallel Bars",Silver,Greece
114,summer,1896,Athens,Gymnastics,Artistic G.,Hermann Weingärtner,GER,Men,Vault,Bronze,Germany
115,summer,1896,Athens,Gymnastics,Artistic G.,Carl Schumann,GER,Men,Vault,Gold,Germany
116,summer,1896,Athens,Gymnastics,Artistic G.,Louis Zutter,SUI,Men,Vault,Silver,Switzerland
117,summer,1896,Athens,Shooting,Shooting,Nikolaos Morakis,GRE,Men,25M Army Pistol,Bronze,Greece
118,summer,1896,Athens,Shooting,Shooting,John Paine,USA,Men,25M Army Pistol,Gold,United States
119,summer,1896,Athens,Shooting,Shooting,Sumner Paine,USA,Men,25M Army Pistol,Silver,United States
120,summer,1896,Athens,Shooting,Shooting,Holger Nielsen,DEN,Men,25M Rapid Fire Pistol (60 Shots),Bronze,Denmark
121,summer,1896,Athens,Shooting,Shooting,Joannis Phrangoudis,GRE,Men,25M Rapid Fire Pistol (60 Shots),Gold,Greece
122,summer,1896,Athens,Shooting,Shooting,Georgios Orphanidis,GRE,Men,25M Rapid Fire Pistol (60 Shots),Silver,Greece
123,summer,1896,Athens,Shooting,Shooting,Joannis Phrangoudis,GRE,Men,50M Pistol (60 Shots),Bronze,Greece
124,summer,1896,Athens,Shooting,Shooting,Sumner Paine,USA,Men,50M Pistol (60 Shots),Gold,United States
125,summer,1896,Athens,Shooting,Shooting,Holger Nielsen,DEN,Men,50M Pistol (60 Shots),Silver,Denmark
126,summer,1896,Athens,Shooting,Shooting,Nicolaos Trikupis,GRE,Men,"Army Rifle, 200M",Bronze,Greece
127,summer,1896,Athens,Shooting,Shooting,Pantelis Karasevdas,GRE,Men,"Army Rifle, 200M",Gold,Greece
128,summer,1896,Athens,Shooting,Shooting,Pavlos Pavlidis,GRE,Men,"Army Rifle, 200M",Silver,Greece
129,summer,1896,Athens,Shooting,Shooting,Viggo Jensen,DEN,Men,"Army Rifle, 300M",Bronze,Denmark
130,summer,1896,Athens,Shooting,Shooting,Georgios Orphanidis,GRE,Men,"Army Rifle, 300M",Gold,Greece
131,summer,1896,Athens,Shooting,Shooting,Joannis Phrangoudis,GRE,Men,"Army Rifle, 300M",Silver,Greece
132,summer,1896,Athens,Tennis,Tennis,Edwin Flack,ZZX,Men,Doubles,Bronze,Mixed teams
133,summer,1896,Athens,Tennis,Tennis,George Stuart Robertson,ZZX,Men,Doubles,Bronze,Mixed teams
134,summer,1896,Athens,Tennis,Tennis,John Boland,ZZX,Men,Doubles,Gold,Mixed teams
135,summer,1896,Athens,Tennis,Tennis,Friedrich Traun,ZZX,Men,Doubles,Gold,Mixed teams
136,summer,1896,Athens,Tennis,Tennis,Dionysios Kasdaglis,ZZX,Men,Doubles,Silver,Mixed teams
137,summer,1896,Athens,Tennis,Tennis,Demetrios Petrokokkinos,ZZX,Men,Doubles,Silver,Mixed teams
138,summer,1896,Athens,Tennis,Tennis,Konstantinos Paspatis,GRE,Men,Singles,Bronze,Greece
139,summer,1896,Athens,Tennis,Tennis,Momcsillo Tapavicza,HUN,Men,Singles,Bronze,Hungary
140,summer,1896,Athens,Tennis,Tennis,John Boland,GBR,Men,Singles,Gold,United Kingdom
141,summer,1896,Athens,Tennis,Tennis,Dionysios Kasdaglis,GRE,Men,Singles,Silver,Greece
142,summer,1896,Athens,Weightlifting,Weightlifting,Alexandros Nikolopoulos,GRE,Men,Heavyweight - One Hand Lift,Bronze,Greece
143,summer,1896,Athens,Weightlifting,Weightlifting,Launceston Elliott,GBR,Men,Heavyweight - One Hand Lift,Gold,United Kingdom
144,summer,1896,Athens,Weightlifting,Weightlifting,Viggo Jensen,DEN,Men,Heavyweight - One Hand Lift,Silver,Denmark
145,summer,1896,Athens,Weightlifting,Weightlifting,Sotirios Versis,GRE,Men,Heavyweight - Two Hand Lift,Bronze,Greece
146,summer,1896,Athens,Weightlifting,Weightlifting,Viggo Jensen,DEN,Men,Heavyweight - Two Hand Lift,Gold,Denmark
147,summer,1896,Athens,Weightlifting,Weightlifting,Launceston Elliott,GBR,Men,Heavyweight - Two Hand Lift,Silver,United Kingdom
148,summer,1896,Athens,Wrestling,Wrestling Gre-R,Stephanos Christopoulos,GRE,Men,Open Event,Bronze,Greece
149,summer,1896,Athens,Wrestling,Wrestling Gre-R,Carl Schumann,GER,Men,Open Event,Gold,Germany
150,summer,1896,Athens,Wrestling,Wrestling Gre-R,Georgios Tsitas,GRE,Men,Open Event,Silver,Greece
151,summer,1900,Paris,Aquatics,Swimming,Zoltan Halmay,HUN,Men,1500M Freestyle,Bronze,Hungary
152,summer,1900,Paris,Aquatics,Swimming,John Arthur Jarvis,GBR,Men,1500M Freestyle,Gold,United Kingdom
153,summer,1900,Paris,Aquatics,Swimming,Otto Wahle,AUT,Men,1500M Freestyle,Silver,Austria
154,summer,1900,Paris,Aquatics,Swimming,Johannes Drost,NED,Men,200M Backstroke,Bronze,Netherlands
155,summer,1900,Paris,Aquatics,Swimming,Ernst Hoppenberg,GER,Men,200M Backstroke,Gold,Germany
156,summer,1900,Paris,Aquatics,Swimming,Karl Ruberl,AUT,Men,200M Backstroke,Silver,Austria
157,summer,1900,Paris,Aquatics,Swimming,Karl Ruberl,AUT,Men,200M Freestyle,Bronze,Austria
158,summer,1900,Paris,Aquatics,Swimming,Frederick C.V. Lane,AUS,Men,200M Freestyle,Gold,Australia
159,summer,1900,Paris,Aquatics,Swimming,Zoltan Halmay,HUN,Men,200M Freestyle,Silver,Hungary
160,summer,1900,Paris,Aquatics,Swimming,Peter Kemp,GBR,Men,200M Obstacle Event,Bronze,United Kingdom
161,summer,1900,Paris,Aquatics,Swimming,Frederick C.V. Lane,AUS,Men,200M Obstacle Event,Gold,Australia
162,summer,1900,Paris,Aquatics,Swimming,Otto Wahle,AUT,Men,200M Obstacle Event,Silver,Austria
163,summer,1900,Paris,Aquatics,Swimming,Houben,FRA,Men,200M Team Swimming,Bronze,France
164,summer,1900,Paris,Aquatics,Swimming,Jean Leuillieux,FRA,Men,200M Team Swimming,Bronze,France
165,summer,1900,Paris,Aquatics,Swimming,Louis Martin,FRA,Men,200M Team Swimming,Bronze,France
166,summer,1900,Paris,Aquatics,Swimming,Désiré Merchez,FRA,Men,200M Team Swimming,Bronze,France
167,summer,1900,Paris,Aquatics,Swimming,Tartara,FRA,Men,200M Team Swimming,Bronze,France
168,summer,1900,Paris,Aquatics,Swimming,Julius Frey,GER,Men,200M Team Swimming,Gold,Germany
169,summer,1900,Paris,Aquatics,Swimming,Max Hainle,GER,Men,200M Team Swimming,Gold,Germany
170,summer,1900,Paris,Aquatics,Swimming,Ernst Hoppenberg,GER,Men,200M Team Swimming,Gold,Germany
171,summer,1900,Paris,Aquatics,Swimming,Max Schöne,GER,Men,200M Team Swimming,Gold,Germany
172,summer,1900,Paris,Aquatics,Swimming,Herbert Von Petersdorff,GER,Men,200M Team Swimming,Gold,Germany
173,summer,1900,Paris,Aquatics,Swimming,Bertrand,FRA,Men,200M Team Swimming,Silver,France
174,summer,1900,Paris,Aquatics,Swimming,Cadet,FRA,Men,200M Team Swimming,Silver,France
175,summer,1900,Paris,Aquatics,Swimming,Maurice Hochepied,FRA,Men,200M Team Swimming,Silver,France
176,summer,1900,Paris,Aquatics,Swimming,Victor Hochepied,FRA,Men,200M Team Swimming,Silver,France
177,summer,1900,Paris,Aquatics,Swimming,Verbecke,FRA,Men,200M Team Swimming,Silver,France
178,summer,1900,Paris,Aquatics,Swimming,Louis Martin,FRA,Men,4000M Freestyle,Bronze,France
179,summer,1900,Paris,Aquatics,Swimming,John Arthur Jarvis,GBR,Men,4000M Freestyle,Gold,United Kingdom
180,summer,1900,Paris,Aquatics,Swimming,Zoltan Halmay,HUN,Men,4000M Freestyle,Silver,Hungary
181,summer,1900,Paris,Aquatics,Swimming,Peder Lykkeberg,DEN,Men,Underwater Swimming,Bronze,Denmark
182,summer,1900,Paris,Aquatics,Swimming,Charles De Vendeville,FRA,Men,Underwater Swimming,Gold,France
183,summer,1900,Paris,Aquatics,Swimming,André Six,FRA,Men,Underwater Swimming,Silver,France
184,summer,1900,Paris,Aquatics,Water polo,Thomas Burgess,FRA,Men,Water Polo,Bronze,France
185,summer,1900,Paris,Aquatics,Water polo,Coulon,FRA,Men,Water Polo,Bronze,France
186,summer,1900,Paris,Aquatics,Water polo,Alphonse Decuyper,FRA,Men,Water Polo,Bronze,France
187,summer,1900,Paris,Aquatics,Water polo,Devenot,FRA,Men,Water Polo,Bronze,France
188,summer,1900,Paris,Aquatics,Water polo,Fardelle,FRA,Men,Water Polo,Bronze,France
189,summer,1900,Paris,Aquatics,Water polo,Favier,FRA,Men,Water Polo,Bronze,France
190,summer,1900,Paris,Aquatics,Water polo,Louis Laufray,FRA,Men,Water Polo,Bronze,France
191,summer,1900,Paris,Aquatics,Water polo,Leriche,FRA,Men,Water Polo,Bronze,France
192,summer,1900,Paris,Aquatics,Water polo,Louis Martin,FRA,Men,Water Polo,Bronze,France
193,summer,1900,Paris,Aquatics,Water polo,Désiré Merchez,FRA,Men,Water Polo,Bronze,France
194,summer,1900,Paris,Aquatics,Water polo,Henri Peslier,FRA,Men,Water Polo,Bronze,France
195,summer,1900,Paris,Aquatics,Water polo,Pesloy,FRA,Men,Water Polo,Bronze,France
196,summer,1900,Paris,Aquatics,Water polo,Charles Treffel,FRA,Men,Water Polo,Bronze,France
197,summer,1900,Paris,Aquatics,Water polo,Paul Vasseur,FRA,Men,Water Polo,Bronze,France
198,summer,1900,Paris,Aquatics,Water polo,Thomas Coe,GBR,Men,Water Polo,Gold,United Kingdom
199,summer,1900,Paris,Aquatics,Water polo,John Henry Derbyshire,GBR,Men,Water Polo,Gold,United Kingdom
200,summer,1900,Paris,Aquatics,Water polo,Peter Kemp,GBR,Men,Water Polo,Gold,United Kingdom
201,summer,1900,Paris,Aquatics,Water polo,William Lister,GBR,Men,Water Polo,Gold,United Kingdom
202,summer,1900,Paris,Aquatics,Water polo,Arthur Robertson,GBR,Men,Water Polo,Gold,United Kingdom
203,summer,1900,Paris,Aquatics,Water polo,Eric Robinson,GBR,Men,Water Polo,Gold,United Kingdom
204,summer,1900,Paris,Aquatics,Water polo,George Wilkinson,GBR,Men,Water Polo,Gold,United Kingdom
205,summer,1900,Paris,Aquatics,Water polo,Henri Cohen,BEL,Men,Water Polo,Silver,Belgium
206,summer,1900,Paris,Aquatics,Water polo,Jean De Backer,BEL,Men,Water Polo,Silver,Belgium
207,summer,1900,Paris,Aquatics,Water polo,Victor De Behr,BEL,Men,Water Polo,Silver,Belgium
208,summer,1900,Paris,Aquatics,Water polo,Fernand Feyaerts,BEL,Men,Water Polo,Silver,Belgium
209,summer,1900,Paris,Aquatics,Water polo,Oscar Gregoire,BEL,Men,Water Polo,Silver,Belgium
210,summer,1900,Paris,Aquatics,Water polo,Albert Michant,BEL,Men,Water Polo,Silver,Belgium
211,summer,1900,Paris,Aquatics,Water polo,Victor Sonnemans,BEL,Men,Water Polo,Silver,Belgium
212,summer,1900,Paris,Archery,Archery,Charles Frédéric Petit,FRA,Men,"Au Chapelet, 33M",Bronze,France
213,summer,1900,Paris,Archery,Archery,Hubert Van Innis,BEL,Men,"Au Chapelet, 33M",Gold,Belgium
214,summer,1900,Paris,Archery,Archery,Victor Thibaud,FRA,Men,"Au Chapelet, 33M",Silver,France
215,summer,1900,Paris,Archery,Archery,Emile Mercier,FRA,Men,"Au Chapelet, 50M",Bronze,France
216,summer,1900,Paris,Archery,Archery,Eugène Mougin,FRA,Men,"Au Chapelet, 50M",Gold,France
217,summer,1900,Paris,Archery,Archery,Henri Helle,FRA,Men,"Au Chapelet, 50M",Silver,France
218,summer,1900,Paris,Archery,Archery,Charles Frédéric Petit,FRA,Men,"Au Cordon Doré, 33M",Bronze,France
219,summer,1900,Paris,Archery,Archery,Hubert Van Innis,BEL,Men,"Au Cordon Doré, 33M",Gold,Belgium
220,summer,1900,Paris,Archery,Archery,Victor Thibaud,FRA,Men,"Au Cordon Doré, 33M",Silver,France
221,summer,1900,Paris,Archery,Archery,Emile Fisseux,FRA,Men,"Au Cordon Doré, 50M",Bronze,France
222,summer,1900,Paris,Archery,Archery,Henri Herouin,FRA,Men,"Au Cordon Doré, 50M",Gold,France
223,summer,1900,Paris,Archery,Archery,Hubert Van Innis,BEL,Men,"Au Cordon Doré, 50M",Silver,Belgium
224,summer,1900,Paris,Archery,Archery,Emmanuel Foulon,BEL,Men,Sur La Perche À La Herse,Gold,Belgium
225,summer,1900,Paris,Archery,Archery,Jr. Druart,BEL,Men,Sur La Perche À La Herse,Silver,Belgium
226,summer,1900,Paris,Archery,Archery,Auguste Serrurier,FRA,Men,Sur La Perche À La Herse,Silver,France
227,summer,1900,Paris,Archery,Archery,Louis Glineux,BEL,Men,Sur La Perche À La Pyramide,Bronze,Belgium
228,summer,1900,Paris,Archery,Archery,Emile Grumiaux,FRA,Men,Sur La Perche À La Pyramide,Gold,France
229,summer,1900,Paris,Archery,Archery,Auguste Serrurier,FRA,Men,Sur La Perche À La Pyramide,Silver,France
230,summer,1900,Paris,Athletics,Athletics,Stanley Rowley,AUS,Men,100M,Bronze,Australia
231,summer,1900,Paris,Athletics,Athletics,Francis Jarvis,USA,Men,100M,Gold,United States
232,summer,1900,Paris,Athletics,Athletics,Walter B. John Tewksbury,USA,Men,100M,Silver,United States
233,summer,1900,Paris,Athletics,Athletics,Frederick Moloney,USA,Men,110M Hurdles,Bronze,United States
234,summer,1900,Paris,Athletics,Athletics,Alvin Kraenzlein,USA,Men,110M Hurdles,Gold,United States
235,summer,1900,Paris,Athletics,Athletics,John Mclean,USA,Men,110M Hurdles,Silver,United States
236,summer,1900,Paris,Athletics,Athletics,John Bray,USA,Men,1500M,Bronze,United States
237,summer,1900,Paris,Athletics,Athletics,Charles Bennett,GBR,Men,1500M,Gold,United Kingdom
238,summer,1900,Paris,Athletics,Athletics,Henri Deloge,FRA,Men,1500M,Silver,France
239,summer,1900,Paris,Athletics,Athletics,Stanley Rowley,AUS,Men,200M,Bronze,Australia
240,summer,1900,Paris,Athletics,Athletics,Walter B. John Tewksbury,USA,Men,200M,Gold,United States
241,summer,1900,Paris,Athletics,Athletics,Norman Pritchard,IND,Men,200M,Silver,India
242,summer,1900,Paris,Athletics,Athletics,Walter B. John Tewksbury,USA,Men,200M Hurdles,Bronze,United States
243,summer,1900,Paris,Athletics,Athletics,Alvin Kraenzlein,USA,Men,200M Hurdles,Gold,United States
244,summer,1900,Paris,Athletics,Athletics,Norman Pritchard,IND,Men,200M Hurdles,Silver,India
245,summer,1900,Paris,Athletics,Athletics,Jacques Chastanie,FRA,Men,3000M Steeplechase,Bronze,France
246,summer,1900,Paris,Athletics,Athletics,George Orton,CAN,Men,3000M Steeplechase,Gold,Canada
247,summer,1900,Paris,Athletics,Athletics,Sidney Robinson,GBR,Men,3000M Steeplechase,Silver,United Kingdom
