,edition,Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country
14456,summer,1976,Montreal,Equestrian,Jumping,Michel Roche,FRA,Men,Team,Gold,France
14457,summer,1976,Montreal,Equestrian,Jumping,Marc Roguet,FRA,Men,Team,Gold,France
14458,summer,1976,Montreal,Equestrian,Jumping,Jean Marcel Rozier,FRA,Men,Team,Gold,France
14459,summer,1976,Montreal,Equestrian,Jumping,Alwin Schockemöhle,FRG,Men,Team,Silver,West Germany
14460,summer,1976,Montreal,Equestrian,Jumping,Paul Schockemöhle,FRG,Men,Team,Silver,West Germany
14461,summer,1976,Montreal,Equestrian,Jumping,Sönke Sönksen,FRG,Men,Team,Silver,West Germany
14462,summer,1976,Montreal,Equestrian,Jumping,Hans Günter Winkler,FRG,Men,Team,Silver,West Germany
14463,summer,1976,Montreal,Fencing,Fencing,Gyözö Kulcsar,HUN,Men,Épée Individual,Bronze,Hungary
14464,summer,1976,Montreal,Fencing,Fencing,Alexander Pusch,FRG,Men,Épée Individual,Gold,West Germany
14465,summer,1976,Montreal,Fencing,Fencing,Hans-Jürgen Hehn,FRG,Men,Épée Individual,Silver,West Germany
14466,summer,1976,Montreal,Fencing,Fencing,Jean-Blaise Evequoz,SUI,Men,Épée Team,Bronze,Switzerland
14467,summer,1976,Montreal,Fencing,Fencing,Daniel Giger,SUI,Men,Épée Team,Bronze,Switzerland
14468,summer,1976,Montreal,Fencing,Fencing,Christian Kauter,SUI,Men,Épée Team,Bronze,Switzerland
14469,summer,1976,Montreal,Fencing,Fencing,Michel Poffet,SUI,Men,Épée Team,Bronze,Switzerland
14470,summer,1976,Montreal,Fencing,Fencing,Francois Suchanecki,SUI,Men,Épée Team,Bronze,Switzerland
14471,summer,1976,Montreal,Fencing,Fencing,Rolf Edling,SWE,Men,Épée Team,Gold,Sweden
14472,summer,1976,Montreal,Fencing,Fencing,Göran Flodström,SWE,Men,Épée Team,Gold,Sweden
14473,summer,1976,Montreal,Fencing,Fencing,Leif Högström,SWE,Men,Épée Team,Gold,Sweden
14474,summer,1976,Montreal,Fencing,Fencing,Hans Jacobson,SWE,Men,Épée Team,Gold,Sweden
14475,summer,1976,Montreal,Fencing,Fencing,Carl Von Essen,SWE,Men,Épée Team,Gold,Sweden
14476,summer,1976,Montreal,Fencing,Fencing,Reinhold Behr,FRG,Men,Épée Team,Silver,West Germany
14477,summer,1976,Montreal,Fencing,Fencing,Volker Fischer,FRG,Men,Épée Team,Silver,West Germany
14478,summer,1976,Montreal,Fencing,Fencing,Hans-Jürgen Hehn,FRG,Men,Épée Team,Silver,West Germany
14479,summer,1976,Montreal,Fencing,Fencing,Alexander Pusch,FRG,Men,Épée Team,Silver,West Germany
14480,summer,1976,Montreal,Fencing,Fencing,Bernard Talvard,FRA,Men,Foil Individual,Bronze,France
14481,summer,1976,Montreal,Fencing,Fencing,Fabio Dal Zotto,ITA,Men,Foil Individual,Gold,Italy
14482,summer,1976,Montreal,Fencing,Fencing,Aleksander Romankov,URS,Men,Foil Individual,Silver,Soviet Union
14483,summer,1976,Montreal,Fencing,Fencing,Elena Novikova-Belova,URS,Women,Foil Individual,Bronze,Soviet Union
14484,summer,1976,Montreal,Fencing,Fencing,Ildiko Schwarczenberger,HUN,Women,Foil Individual,Gold,Hungary
14485,summer,1976,Montreal,Fencing,Fencing,Maria Consolata Collino,ITA,Women,Foil Individual,Silver,Italy
14486,summer,1976,Montreal,Fencing,Fencing,Didier Flament,FRA,Men,Foil Team,Bronze,France
14487,summer,1976,Montreal,Fencing,Fencing,Christian Noël,FRA,Men,Foil Team,Bronze,France
14488,summer,1976,Montreal,Fencing,Fencing,Frederic Pietruszka,FRA,Men,Foil Team,Bronze,France
14489,summer,1976,Montreal,Fencing,Fencing,Daniel Revenu,FRA,Men,Foil Team,Bronze,France
14490,summer,1976,Montreal,Fencing,Fencing,Bernard Talvard,FRA,Men,Foil Team,Bronze,France
14491,summer,1976,Montreal,Fencing,Fencing,Thomas Bach,FRG,Men,Foil Team,Gold,West Germany
14492,summer,1976,Montreal,Fencing,Fencing,Matthias Behr,FRG,Men,Foil Team,Gold,West Germany
14493,summer,1976,Montreal,Fencing,Fencing,Harald Hein,FRG,Men,Foil Team,Gold,West Germany
14494,summer,1976,Montreal,Fencing,Fencing,Klaus Reichert,FRG,Men,Foil Team,Gold,West Germany
14495,summer,1976,Montreal,Fencing,Fencing,Erk Sens-Gorius,FRG,Men,Foil Team,Gold,West Germany
14496,summer,1976,Montreal,Fencing,Fencing,Attilio Calatroni,ITA,Men,Foil Team,Silver,Italy
14497,summer,1976,Montreal,Fencing,Fencing,Giovanni Battista Coletti,ITA,Men,Foil Team,Silver,Italy
14498,summer,1976,Montreal,Fencing,Fencing,Fabio Dal Zotto,ITA,Men,Foil Team,Silver,Italy
14499,summer,1976,Montreal,Fencing,Fencing,Carlo Montano,ITA,Men,Foil Team,Silver,Italy
14500,summer,1976,Montreal,Fencing,Fencing,Stefano Simoncelli,ITA,Men,Foil Team,Silver,Italy
14501,summer,1976,Montreal,Fencing,Fencing,Ildiko Bobis-Ferkasinszky,HUN,Women,Foil Team,Bronze,Hungary
14502,summer,1976,Montreal,Fencing,Fencing,Edit Kovacs,HUN,Women,Foil Team,Bronze,Hungary
14503,summer,1976,Montreal,Fencing,Fencing,Magda Maros,HUN,Women,Foil Team,Bronze,Hungary
14504,summer,1976,Montreal,Fencing,Fencing,Ildiko Rejto-Ujlaki,HUN,Women,Foil Team,Bronze,Hungary
14505,summer,1976,Montreal,Fencing,Fencing,Ildiko Schwarczenberger,HUN,Women,Foil Team,Bronze,Hungary
14506,summer,1976,Montreal,Fencing,Fencing,Nailia Giliazova,URS,Women,Foil Team,Gold,Soviet Union
14507,summer,1976,Montreal,Fencing,Fencing,Olga Knyazeva,URS,Women,Foil Team,Gold,Soviet Union
14508,summer,1976,Montreal,Fencing,Fencing,Valentina Nikonova,URS,Women,Foil Team,Gold,Soviet Union
14509,summer,1976,Montreal,Fencing,Fencing,Elena Novikova-Belova,URS,Women,Foil Team,Gold,Soviet Union
14510,summer,1976,Montreal,Fencing,Fencing,Valentina Sidorova,URS,Women,Foil Team,Gold,Soviet Union
14511,summer,1976,Montreal,Fencing,Fencing,Brigitte Gapais-Dumont,FRA,Women,Foil Team,Silver,France
14512,summer,1976,Montreal,Fencing,Fencing,Claudette Herbster-Josland,FRA,Women,Foil Team,Silver,France
14513,summer,1976,Montreal,Fencing,Fencing,Brigitte Latrille-Gaudin,FRA,Women,Foil Team,Silver,France
14514,summer,1976,Montreal,Fencing,Fencing,Christine Muzio,FRA,Women,Foil Team,Silver,France
14515,summer,1976,Montreal,Fencing,Fencing,Veronique Trinquet,FRA,Women,Foil Team,Silver,France
14516,summer,1976,Montreal,Fencing,Fencing,Viktor Sidyak,URS,Men,Sabre Individual,Bronze,Soviet Union
14517,summer,1976,Montreal,Fencing,Fencing,Viktor Krovopuskov,URS,Men,Sabre Individual,Gold,Soviet Union
14518,summer,1976,Montreal,Fencing,Fencing,Vladimir Nazlymov,URS,Men,Sabre Individual,Silver,Soviet Union
14519,summer,1976,Montreal,Fencing,Fencing,Daniel Irimiciuc,ROU,Men,Sabre Team,Bronze,Romania
14520,summer,1976,Montreal,Fencing,Fencing,Corneliu Marin,ROU,Men,Sabre Team,Bronze,Romania
14521,summer,1976,Montreal,Fencing,Fencing,Marin Mustata,ROU,Men,Sabre Team,Bronze,Romania
14522,summer,1976,Montreal,Fencing,Fencing,Alexandru Nilca,ROU,Men,Sabre Team,Bronze,Romania
14523,summer,1976,Montreal,Fencing,Fencing,Ioan Pop,ROU,Men,Sabre Team,Bronze,Romania
14524,summer,1976,Montreal,Fencing,Fencing,Mikhail Burtsev,URS,Men,Sabre Team,Gold,Soviet Union
14525,summer,1976,Montreal,Fencing,Fencing,Viktor Krovopuskov,URS,Men,Sabre Team,Gold,Soviet Union
14526,summer,1976,Montreal,Fencing,Fencing,Vladimir Nazlymov,URS,Men,Sabre Team,Gold,Soviet Union
14527,summer,1976,Montreal,Fencing,Fencing,Viktor Sidyak,URS,Men,Sabre Team,Gold,Soviet Union
14528,summer,1976,Montreal,Fencing,Fencing,Eduard Vinokurov,URS,Men,Sabre Team,Gold,Soviet Union
14529,summer,1976,Montreal,Fencing,Fencing,Angelo Arcidiacono,ITA,Men,Sabre Team,Silver,Italy
14530,summer,1976,Montreal,Fencing,Fencing,Michele Maffei,ITA,Men,Sabre Team,Silver,Italy
14531,summer,1976,Montreal,Fencing,Fencing,Mario Aldo Montano,ITA,Men,Sabre Team,Silver,Italy
14532,summer,1976,Montreal,Fencing,Fencing,Mario Tullio Montano,ITA,Men,Sabre Team,Silver,Italy
14533,summer,1976,Montreal,Fencing,Fencing,Tommaso Montano,ITA,Men,Sabre Team,Silver,Italy
14534,summer,1976,Montreal,Football,Football,Vladimir Astapovsky,URS,Men,Football,Bronze,Soviet Union
14535,summer,1976,Montreal,Football,Football,Oleg Blokhin,URS,Men,Football,Bronze,Soviet Union
14536,summer,1976,Montreal,Football,Football,Leonid Buryak,URS,Men,Football,Bronze,Soviet Union
14537,summer,1976,Montreal,Football,Football,Vladimir Fedorov,URS,Men,Football,Bronze,Soviet Union
14538,summer,1976,Montreal,Football,Football,Mikhail Fomenko,URS,Men,Football,Bronze,Soviet Union
14539,summer,1976,Montreal,Football,Football,David Kipiani,URS,Men,Football,Bronze,Soviet Union
14540,summer,1976,Montreal,Football,Football,Viktor Kolotov,URS,Men,Football,Bronze,Soviet Union
14541,summer,1976,Montreal,Football,Football,Anatoli Konkov,URS,Men,Football,Bronze,Soviet Union
14542,summer,1976,Montreal,Football,Football,Viktor Matvienko,URS,Men,Football,Bronze,Soviet Union
14543,summer,1976,Montreal,Football,Football,Aleksandr Minaev,URS,Men,Football,Bronze,Soviet Union
14544,summer,1976,Montreal,Football,Football,Leonid Nazarenko,URS,Men,Football,Bronze,Soviet Union
14545,summer,1976,Montreal,Football,Football,Vladimir Onishchenko,URS,Men,Football,Bronze,Soviet Union
14546,summer,1976,Montreal,Football,Football,Aleksandr Prokhorov,URS,Men,Football,Bronze,Soviet Union
14547,summer,1976,Montreal,Football,Football,Stefan Reshko,URS,Men,Football,Bronze,Soviet Union
14548,summer,1976,Montreal,Football,Football,Vladimir Troshkin,URS,Men,Football,Bronze,Soviet Union
14549,summer,1976,Montreal,Football,Football,Vladimir Veremeev,URS,Men,Football,Bronze,Soviet Union
14550,summer,1976,Montreal,Football,Football,Viktor Zvyagintsev,URS,Men,Football,Bronze,Soviet Union
14551,summer,1976,Montreal,Football,Football,Bernd Bransch,GDR,Men,Football,Gold,East Germany
14552,summer,1976,Montreal,Football,Football,Jürgen Croy,GDR,Men,Football,Gold,East Germany
14553,summer,1976,Montreal,Football,Football,Hans-Jürgen Dörner,GDR,Men,Football,Gold,East Germany
14554,summer,1976,Montreal,Football,Football,Hans-Ulrich Grapenthin,GDR,Men,Football,Gold,East Germany
14555,summer,1976,Montreal,Football,Football,Wilfried Gröbner,GDR,Men,Football,Gold,East Germany
14556,summer,1976,Montreal,Football,Football,Reinhard Häfner,GDR,Men,Football,Gold,East Germany
14557,summer,1976,Montreal,Football,Football,Gerd Heidler,GDR,Men,Football,Gold,East Germany
14558,summer,1976,Montreal,Football,Football,Martin Hoffmann,GDR,Men,Football,Gold,East Germany
14559,summer,1976,Montreal,Football,Football,Gerd Kische,GDR,Men,Football,Gold,East Germany
14560,summer,1976,Montreal,Football,Football,Lothar Kurbjuweit,GDR,Men,Football,Gold,East Germany
14561,summer,1976,Montreal,Football,Football,Reinhard Lauck,GDR,Men,Football,Gold,East Germany
14562,summer,1976,Montreal,Football,Football,Wolfram Löwe,GDR,Men,Football,Gold,East Germany
14563,summer,1976,Montreal,Football,Football,Dieter Riedel,GDR,Men,Football,Gold,East Germany
14564,summer,1976,Montreal,Football,Football,Hans-Jürgen Riediger,GDR,Men,Football,Gold,East Germany
14565,summer,1976,Montreal,Football,Football,Hartmut Schade,GDR,Men,Football,Gold,East Germany
14566,summer,1976,Montreal,Football,Football,Gerd Weber,GDR,Men,Football,Gold,East Germany
14567,summer,1976,Montreal,Football,Football,Konrad Weise,GDR,Men,Football,Gold,East Germany
14568,summer,1976,Montreal,Football,Football,Jan Beniger,POL,Men,Football,Silver,Poland
14569,summer,1976,Montreal,Football,Football,Leslaw Cmikiewicz,POL,Men,Football,Silver,Poland
14570,summer,1976,Montreal,Football,Football,Kazimierz Deyna,POL,Men,Football,Silver,Poland
14571,summer,1976,Montreal,Football,Football,Jerzy Gorgon,POL,Men,Football,Silver,Poland
14572,summer,1976,Montreal,Football,Football,Henryk Kasperczak,POL,Men,Football,Silver,Poland
14573,summer,1976,Montreal,Football,Football,Kazimierz Kmiecik,POL,Men,Football,Silver,Poland
14574,summer,1976,Montreal,Football,Football,Grzegorz Lato,POL,Men,Football,Silver,Poland
14575,summer,1976,Montreal,Football,Football,Zygmunt Maszczyk,POL,Men,Football,Silver,Poland
14576,summer,1976,Montreal,Football,Football,Piotr Mowlik,POL,Men,Football,Silver,Poland
14577,summer,1976,Montreal,Football,Football,Roman Ogaza,POL,Men,Football,Silver,Poland
14578,summer,1976,Montreal,Football,Football,Wojciech Rudy,POL,Men,Football,Silver,Poland
14579,summer,1976,Montreal,Football,Football,Andrzej Szarmach,POL,Men,Football,Silver,Poland
14580,summer,1976,Montreal,Football,Football,Antoni Szymanowski,POL,Men,Football,Silver,Poland
14581,summer,1976,Montreal,Football,Football,Jan Tomaszewski,POL,Men,Football,Silver,Poland
14582,summer,1976,Montreal,Football,Football,Henryk Wawrowski,POL,Men,Football,Silver,Poland
14583,summer,1976,Montreal,Football,Football,Henryk Wieczorek,POL,Men,Football,Silver,Poland
14584,summer,1976,Montreal,Football,Football,Wladyslaw Zmuda,POL,Men,Football,Silver,Poland
14585,summer,1976,Montreal,Gymnastics,Artistic G.,Teodora Ungureanu,ROU,Women,Balance Beam,Bronze,Romania
14586,summer,1976,Montreal,Gymnastics,Artistic G.,Nadia Comaneci,ROU,Women,Balance Beam,Gold,Romania
14587,summer,1976,Montreal,Gymnastics,Artistic G.,Olga Korbut,URS,Women,Balance Beam,Silver,Soviet Union
14588,summer,1976,Montreal,Gymnastics,Artistic G.,Peter Martin Kormann,USA,Men,Floor Exercises,Bronze,United States
14589,summer,1976,Montreal,Gymnastics,Artistic G.,Nikolay Andrianov,URS,Men,Floor Exercises,Gold,Soviet Union
14590,summer,1976,Montreal,Gymnastics,Artistic G.,Vladimir Marchenko,URS,Men,Floor Exercises,Silver,Soviet Union
14591,summer,1976,Montreal,Gymnastics,Artistic G.,Nadia Comaneci,ROU,Women,Floor Exercises,Bronze,Romania
14592,summer,1976,Montreal,Gymnastics,Artistic G.,Nelli Kim,URS,Women,Floor Exercises,Gold,Soviet Union
14593,summer,1976,Montreal,Gymnastics,Artistic G.,Lyudmila Turischeva,URS,Women,Floor Exercises,Silver,Soviet Union
14594,summer,1976,Montreal,Gymnastics,Artistic G.,Henry Boerio,FRA,Men,Horizontal Bar,Bronze,France
14595,summer,1976,Montreal,Gymnastics,Artistic G.,Eberhard Gienger,FRG,Men,Horizontal Bar,Bronze,West Germany
14596,summer,1976,Montreal,Gymnastics,Artistic G.,Mitsuo Tsukahara,JPN,Men,Horizontal Bar,Gold,Japan
14597,summer,1976,Montreal,Gymnastics,Artistic G.,Eizo Kenmotsu,JPN,Men,Horizontal Bar,Silver,Japan
14598,summer,1976,Montreal,Gymnastics,Artistic G.,Mitsuo Tsukahara,JPN,Men,Individual All-Round,Bronze,Japan
14599,summer,1976,Montreal,Gymnastics,Artistic G.,Nikolay Andrianov,URS,Men,Individual All-Round,Gold,Soviet Union
14600,summer,1976,Montreal,Gymnastics,Artistic G.,Sawao Kato,JPN,Men,Individual All-Round,Silver,Japan
14601,summer,1976,Montreal,Gymnastics,Artistic G.,Lyudmila Turischeva,URS,Women,Individual All-Round,Bronze,Soviet Union
14602,summer,1976,Montreal,Gymnastics,Artistic G.,Nadia Comaneci,ROU,Women,Individual All-Round,Gold,Romania
14603,summer,1976,Montreal,Gymnastics,Artistic G.,Nelli Kim,URS,Women,Individual All-Round,Silver,Soviet Union
14604,summer,1976,Montreal,Gymnastics,Artistic G.,Mitsuo Tsukahara,JPN,Men,Parallel Bars,Bronze,Japan
14605,summer,1976,Montreal,Gymnastics,Artistic G.,Sawao Kato,JPN,Men,Parallel Bars,Gold,Japan
14606,summer,1976,Montreal,Gymnastics,Artistic G.,Nikolay Andrianov,URS,Men,Parallel Bars,Silver,Soviet Union
14607,summer,1976,Montreal,Gymnastics,Artistic G.,Nikolay Andrianov,URS,Men,Pommel Horse,Bronze,Soviet Union
14608,summer,1976,Montreal,Gymnastics,Artistic G.,Michael Nikolay,GDR,Men,Pommel Horse,Bronze,East Germany
14609,summer,1976,Montreal,Gymnastics,Artistic G.,Zoltan Magyar,HUN,Men,Pommel Horse,Gold,Hungary
14610,summer,1976,Montreal,Gymnastics,Artistic G.,Eizo Kenmotsu,JPN,Men,Pommel Horse,Silver,Japan
14611,summer,1976,Montreal,Gymnastics,Artistic G.,Danut Grecu,ROU,Men,Rings,Bronze,Romania
14612,summer,1976,Montreal,Gymnastics,Artistic G.,Nikolay Andrianov,URS,Men,Rings,Gold,Soviet Union
14613,summer,1976,Montreal,Gymnastics,Artistic G.,Aleksandr Dityatin,URS,Men,Rings,Silver,Soviet Union
14614,summer,1976,Montreal,Gymnastics,Artistic G.,Roland Brückner,GDR,Men,Team Competition,Bronze,East Germany
14615,summer,1976,Montreal,Gymnastics,Artistic G.,Rainer Hanschke,GDR,Men,Team Competition,Bronze,East Germany
14616,summer,1976,Montreal,Gymnastics,Artistic G.,Bernd Jäger,GDR,Men,Team Competition,Bronze,East Germany
14617,summer,1976,Montreal,Gymnastics,Artistic G.,Wolfgang Klotz,GDR,Men,Team Competition,Bronze,East Germany
14618,summer,1976,Montreal,Gymnastics,Artistic G.,Lutz Mack,GDR,Men,Team Competition,Bronze,East Germany
14619,summer,1976,Montreal,Gymnastics,Artistic G.,Michael Nikolay,GDR,Men,Team Competition,Bronze,East Germany
14620,summer,1976,Montreal,Gymnastics,Artistic G.,Shun Fujimoto,JPN,Men,Team Competition,Gold,Japan
14621,summer,1976,Montreal,Gymnastics,Artistic G.,Hisato Igarashi,JPN,Men,Team Competition,Gold,Japan
14622,summer,1976,Montreal,Gymnastics,Artistic G.,Hiroshi Kajiyama,JPN,Men,Team Competition,Gold,Japan
14623,summer,1976,Montreal,Gymnastics,Artistic G.,Sawao Kato,JPN,Men,Team Competition,Gold,Japan
14624,summer,1976,Montreal,Gymnastics,Artistic G.,Eizo Kenmotsu,JPN,Men,Team Competition,Gold,Japan
14625,summer,1976,Montreal,Gymnastics,Artistic G.,Mitsuo Tsukahara,JPN,Men,Team Competition,Gold,Japan
14626,summer,1976,Montreal,Gymnastics,Artistic G.,Nikolay Andrianov,URS,Men,Team Competition,Silver,Soviet Union
14627,summer,1976,Montreal,Gymnastics,Artistic G.,Aleksandr Dityatin,URS,Men,Team Competition,Silver,Soviet Union
14628,summer,1976,Montreal,Gymnastics,Artistic G.,Gennadi Kryssin,URS,Men,Team Competition,Silver,Soviet Union
14629,summer,1976,Montreal,Gymnastics,Artistic G.,Vladimir Marchenko,URS,Men,Team Competition,Silver,Soviet Union
14630,summer,1976,Montreal,Gymnastics,Artistic G.,Vladimir Markelov,URS,Men,Team Competition,Silver,Soviet Union
14631,summer,1976,Montreal,Gymnastics,Artistic G.,Vladimir Tikhonov,URS,Men,Team Competition,Silver,Soviet Union
14632,summer,1976,Montreal,Gymnastics,Artistic G.,Carola Dombeck,GDR,Women,Team Competition,Bronze,East Germany
14633,summer,1976,Montreal,Gymnastics,Artistic G.,Gitta Escher,GDR,Women,Team Competition,Bronze,East Germany
14634,summer,1976,Montreal,Gymnastics,Artistic G.,Kerstin Gerschau,GDR,Women,Team Competition,Bronze,East Germany
14635,summer,1976,Montreal,Gymnastics,Artistic G.,Angelika Hellmann,GDR,Women,Team Competition,Bronze,East Germany
14636,summer,1976,Montreal,Gymnastics,Artistic G.,Marion Kische,GDR,Women,Team Competition,Bronze,East Germany
14637,summer,1976,Montreal,Gymnastics,Artistic G.,Steffi Kräker,GDR,Women,Team Competition,Bronze,East Germany
14638,summer,1976,Montreal,Gymnastics,Artistic G.,Maria Filatova,URS,Women,Team Competition,Gold,Soviet Union
14639,summer,1976,Montreal,Gymnastics,Artistic G.,Svetlana Grozdova,URS,Women,Team Competition,Gold,Soviet Union
14640,summer,1976,Montreal,Gymnastics,Artistic G.,Nelli Kim,URS,Women,Team Competition,Gold,Soviet Union
14641,summer,1976,Montreal,Gymnastics,Artistic G.,Olga Korbut,URS,Women,Team Competition,Gold,Soviet Union
14642,summer,1976,Montreal,Gymnastics,Artistic G.,Elvira Saadi,URS,Women,Team Competition,Gold,Soviet Union
14643,summer,1976,Montreal,Gymnastics,Artistic G.,Lyudmila Turischeva,URS,Women,Team Competition,Gold,Soviet Union
14644,summer,1976,Montreal,Gymnastics,Artistic G.,Nadia Comaneci,ROU,Women,Team Competition,Silver,Romania
14645,summer,1976,Montreal,Gymnastics,Artistic G.,Mariana Constantin,ROU,Women,Team Competition,Silver,Romania
14646,summer,1976,Montreal,Gymnastics,Artistic G.,Georgeta Gabor,ROU,Women,Team Competition,Silver,Romania
14647,summer,1976,Montreal,Gymnastics,Artistic G.,Anca Grigoras,ROU,Women,Team Competition,Silver,Romania
14648,summer,1976,Montreal,Gymnastics,Artistic G.,Gabriela Trusca,ROU,Women,Team Competition,Silver,Romania
14649,summer,1976,Montreal,Gymnastics,Artistic G.,Teodora Ungureanu,ROU,Women,Team Competition,Silver,Romania
14650,summer,1976,Montreal,Gymnastics,Artistic G.,Marta Egervary,HUN,Women,Uneven Bars,Bronze,Hungary
14651,summer,1976,Montreal,Gymnastics,Artistic G.,Nadia Comaneci,ROU,Women,Uneven Bars,Gold,Romania
14652,summer,1976,Montreal,Gymnastics,Artistic G.,Teodora Ungureanu,ROU,Women,Uneven Bars,Silver,Romania
14653,summer,1976,Montreal,Gymnastics,Artistic G.,Hiroshi Kajiyama,JPN,Men,Vault,Bronze,Japan
14654,summer,1976,Montreal,Gymnastics,Artistic G.,Nikolay Andrianov,URS,Men,Vault,Gold,Soviet Union
14655,summer,1976,Montreal,Gymnastics,Artistic G.,Mitsuo Tsukahara,JPN,Men,Vault,Silver,Japan
14656,summer,1976,Montreal,Gymnastics,Artistic G.,Nelli Kim,URS,Women,Vault,Gold,Soviet Union
14657,summer,1976,Montreal,Gymnastics,Artistic G.,Carola Dombeck,GDR,Women,Vault,Silver,East Germany
14658,summer,1976,Montreal,Gymnastics,Artistic G.,Lyudmila Turischeva,URS,Women,Vault,Silver,Soviet Union
14659,summer,1976,Montreal,Handball,Handball,Zdzislaw Antczak,POL,Men,Handball,Bronze,Poland
14660,summer,1976,Montreal,Handball,Handball,Janusz Brzozowski,POL,Men,Handball,Bronze,Poland
14661,summer,1976,Montreal,Handball,Handball,Piotr Ciesla,POL,Men,Handball,Bronze,Poland
14662,summer,1976,Montreal,Handball,Handball,Jan Gmyrek,POL,Men,Handball,Bronze,Poland
14663,summer,1976,Montreal,Handball,Handball,Alfred Kaluzinski,POL,Men,Handball,Bronze,Poland
14664,summer,1976,Montreal,Handball,Handball,Jerzy Klempel,POL,Men,Handball,Bronze,Poland
14665,summer,1976,Montreal,Handball,Handball,Zygfryd Kuchta,POL,Men,Handball,Bronze,Poland
14666,summer,1976,Montreal,Handball,Handball,Jerzy Melcer,POL,Men,Handball,Bronze,Poland
14667,summer,1976,Montreal,Handball,Handball,Ryszard Przybysz,POL,Men,Handball,Bronze,Poland
14668,summer,1976,Montreal,Handball,Handball,Henryk Rozmiarek,POL,Men,Handball,Bronze,Poland
14669,summer,1976,Montreal,Handball,Handball,Andrzej Sokolowski,POL,Men,Handball,Bronze,Poland
14670,summer,1976,Montreal,Handball,Handball,Andrzej Szymczak,POL,Men,Handball,Bronze,Poland
14671,summer,1976,Montreal,Handball,Handball,Mieczyslaw Wojczak,POL,Men,Handball,Bronze,Poland
14672,summer,1976,Montreal,Handball,Handball,Wlodzimierz Zielinski,POL,Men,Handball,Bronze,Poland
14673,summer,1976,Montreal,Handball,Handball,Aleksandr Anpilogov,URS,Men,Handball,Gold,Soviet Union
14674,summer,1976,Montreal,Handball,Handball,Evgeni Chernyshov,URS,Men,Handball,Gold,Soviet Union
14675,summer,1976,Montreal,Handball,Handball,Anatoli Fedyukin,URS,Men,Handball,Gold,Soviet Union
14676,summer,1976,Montreal,Handball,Handball,Valeri Gassy,URS,Men,Handball,Gold,Soviet Union
14677,summer,1976,Montreal,Handball,Handball,Vasili Ilyin,URS,Men,Handball,Gold,Soviet Union
14678,summer,1976,Montreal,Handball,Handball,Mikhail Ishchenko,URS,Men,Handball,Gold,Soviet Union
14679,summer,1976,Montreal,Handball,Handball,Yuri Kidyaev,URS,Men,Handball,Gold,Soviet Union
14680,summer,1976,Montreal,Handball,Handball,Yuri Klimov,URS,Men,Handball,Gold,Soviet Union
14681,summer,1976,Montreal,Handball,Handball,Vladimir Kravtsov,URS,Men,Handball,Gold,Soviet Union
14682,summer,1976,Montreal,Handball,Handball,Sergei Kushniryuk,URS,Men,Handball,Gold,Soviet Union
14683,summer,1976,Montreal,Handball,Handball,Yuri Lagutin,URS,Men,Handball,Gold,Soviet Union
14684,summer,1976,Montreal,Handball,Handball,Vladimir Maksimov,URS,Men,Handball,Gold,Soviet Union
14685,summer,1976,Montreal,Handball,Handball,Aleksandr Rezanov,URS,Men,Handball,Gold,Soviet Union
14686,summer,1976,Montreal,Handball,Handball,Nikolai Tomin,URS,Men,Handball,Gold,Soviet Union
14687,summer,1976,Montreal,Handball,Handball,Stefan Birtalan,ROU,Men,Handball,Silver,Romania
14688,summer,1976,Montreal,Handball,Handball,Adrian Cosma,ROU,Men,Handball,Silver,Romania
14689,summer,1976,Montreal,Handball,Handball,Cezar Draganita,ROU,Men,Handball,Silver,Romania
14690,summer,1976,Montreal,Handball,Handball,Alexandru Folker,ROU,Men,Handball,Silver,Romania
14691,summer,1976,Montreal,Handball,Handball,Cristian Gatu,ROU,Men,Handball,Silver,Romania
14692,summer,1976,Montreal,Handball,Handball,Mircea Grabovsci,ROU,Men,Handball,Silver,Romania
14693,summer,1976,Montreal,Handball,Handball,Roland Gunes,ROU,Men,Handball,Silver,Romania
14694,summer,1976,Montreal,Handball,Handball,Gabriel Kicsid,ROU,Men,Handball,Silver,Romania
14695,summer,1976,Montreal,Handball,Handball,Ghita Licu,ROU,Men,Handball,Silver,Romania
14696,summer,1976,Montreal,Handball,Handball,Nicolae Munteanu,ROU,Men,Handball,Silver,Romania
14697,summer,1976,Montreal,Handball,Handball,Cornel Penu,ROU,Men,Handball,Silver,Romania
14698,summer,1976,Montreal,Handball,Handball,Werner Stockl,ROU,Men,Handball,Silver,Romania
14699,summer,1976,Montreal,Handball,Handball,Constantin Tudosie,ROU,Men,Handball,Silver,Romania
14700,summer,1976,Montreal,Handball,Handball,Radu Voinea,ROU,Men,Handball,Silver,Romania
14701,summer,1976,Montreal,Handball,Handball,Eva Angyal,HUN,Women,Handball,Bronze,Hungary
14702,summer,1976,Montreal,Handball,Handball,Maria Berzsenyi,HUN,Women,Handball,Bronze,Hungary
14703,summer,1976,Montreal,Handball,Handball,Agota Bujdoso,HUN,Women,Handball,Bronze,Hungary
14704,summer,1976,Montreal,Handball,Handball,Klara Csik,HUN,Women,Handball,Bronze,Hungary
14705,summer,1976,Montreal,Handball,Handball,Zsuzsa Kezi,HUN,Women,Handball,Bronze,Hungary
14706,summer,1976,Montreal,Handball,Handball,Katalin Laki,HUN,Women,Handball,Bronze,Hungary
